Room,Cluster,Batch,Department,Exam Day,Student Name,Student ID,Faculty
Room 19,3,19,EE,Tuesday,Michael Brown,2258,Andrew Hill
Room 19,3,19,EE,Tuesday,Emily Davis,2259,Andrew Hill
Room 19,3,20,EE,Tuesday,Daniel Lee,2266,Andrew Hill
Room 19,3,20,EE,Tuesday,Olivia Hall,2267,Andrew Hill
Room 19,3,21,EE,Tuesday,Andrew Hill,2274,Andrew Hill
Room 19,3,21,EE,Tuesday,Mia King,2275,Andrew Hill
Room 19,3,22,EE,Tuesday,Christopher Baker,2282,Andrew Hill
Room 19,3,22,EE,Tuesday,Lily Wright,2283,Andrew Hill
Room 19,3,19,EE,Tuesday,Michael Brown,2290,Andrew Hill
Room 19,3,19,EE,Tuesday,Emily Davis,2291,Andrew Hill
Room 19,3,20,EE,Tuesday,Daniel Lee,2298,Andrew Hill
Room 19,3,20,EE,Tuesday,Olivia Hall,2299,Andrew Hill
Room 19,3,21,EE,Tuesday,Andrew Hill,2306,Andrew Hill
Room 19,3,21,EE,Tuesday,Mia King,2307,Andrew Hill
Room 19,3,22,EE,Tuesday,Christopher Baker,2314,Andrew Hill
Room 19,3,19,EE,Tuesday,Michael Brown,2317,Andrew Hill
Room 19,3,19,EE,Tuesday,Emily Davis,2318,Andrew Hill
Room 19,3,20,EE,Tuesday,Daniel Lee,2325,Andrew Hill
Room 19,3,20,EE,Tuesday,Olivia Hall,2326,Andrew Hill
Room 19,3,21,EE,Tuesday,Andrew Hill,2333,Andrew Hill
Room 19,3,21,EE,Tuesday,Mia King,2334,Andrew Hill
Room 19,3,22,EE,Tuesday,Christopher Baker,2341,Andrew Hill
Room 19,3,22,EE,Tuesday,Lily Wright,2342,Andrew Hill
Room 19,3,19,EE,Tuesday,Michael Brown,2349,Andrew Hill
Room 19,3,19,EE,Tuesday,Emily Davis,2350,Andrew Hill
Room 19,3,20,EE,Tuesday,Daniel Lee,2357,Andrew Hill
Room 19,3,20,EE,Tuesday,Olivia Hall,2358,Andrew Hill
Room 20,3,21,EE,Tuesday,Andrew Hill,2365,Mia King
Room 20,3,21,EE,Tuesday,Mia King,2366,Mia King
Room 20,3,22,EE,Tuesday,Christopher Baker,2373,Mia King
Room 20,3,22,EE,Tuesday,Lily Wright,2374,Mia King
Room 20,3,19,EE,Tuesday,Michael Brown,2381,Mia King
Room 20,3,19,EE,Tuesday,Emily Davis,2382,Mia King
Room 20,3,20,EE,Tuesday,Daniel Lee,2389,Mia King
Room 20,3,20,EE,Tuesday,Olivia Hall,2390,Mia King
Room 20,3,21,EE,Tuesday,Andrew Hill,2397,Mia King
Room 20,3,21,EE,Tuesday,Mia King,2398,Mia King
Room 20,3,22,EE,Tuesday,Christopher Baker,2405,Mia King
Room 20,3,22,EE,Tuesday,Lily Wright,2406,Mia King
Room 20,3,19,EE,Tuesday,Michael Brown,2413,Mia King
Room 20,3,19,EE,Tuesday,Emily Davis,2414,Mia King
Room 20,3,20,EE,Tuesday,Daniel Lee,2421,Mia King
Room 20,3,20,EE,Tuesday,Olivia Hall,2422,Mia King
Room 20,3,21,EE,Tuesday,Andrew Hill,2429,Mia King
Room 20,3,21,EE,Tuesday,Mia King,2430,Mia King
Room 20,3,22,EE,Tuesday,Christopher Baker,2437,Mia King
Room 20,3,19,EE,Tuesday,Michael Brown,2440,Mia King
Room 20,3,19,EE,Tuesday,Emily Davis,2441,Mia King
Room 20,3,20,EE,Tuesday,Daniel Lee,2448,Mia King
Room 20,3,20,EE,Tuesday,Olivia Hall,2449,Mia King
Room 20,3,21,EE,Tuesday,Andrew Hill,2456,Mia King
Room 20,3,21,EE,Tuesday,Mia King,2457,Mia King
Room 20,3,22,EE,Tuesday,Christopher Baker,2464,Mia King
Room 20,3,22,EE,Tuesday,Lily Wright,2465,Mia King
Room 20,3,19,EE,Tuesday,Michael Brown,2472,Mia King
Room 20,3,19,EE,Tuesday,Emily Davis,2473,Mia King
Room 20,3,20,EE,Tuesday,Daniel Lee,2480,Mia King
Room 21,3,20,EE,Tuesday,Olivia Hall,2481,Mia King
Room 21,3,21,EE,Tuesday,Andrew Hill,2488,Mia King
Room 21,3,21,EE,Tuesday,Mia King,2489,Mia King
Room 21,3,22,EE,Tuesday,Christopher Baker,2496,Mia King
Room 21,3,22,EE,Tuesday,Lily Wright,2497,Mia King
Room 21,3,19,EE,Tuesday,Michael Brown,2504,Mia King
Room 21,3,19,EE,Tuesday,Emily Davis,2505,Mia King
Room 21,3,20,EE,Tuesday,Daniel Lee,2512,Mia King
Room 21,3,20,EE,Tuesday,Olivia Hall,2513,Mia King
Room 21,3,21,EE,Tuesday,Andrew Hill,2520,Mia King
Room 21,3,21,EE,Tuesday,Mia King,2521,Mia King
Room 21,3,22,EE,Tuesday,Christopher Baker,2528,Mia King
Room 21,3,22,EE,Tuesday,Lily Wright,2529,Mia King
Room 21,3,19,EE,Tuesday,Michael Brown,2536,Mia King
Room 21,3,19,EE,Tuesday,Emily Davis,2537,Mia King
Room 21,3,20,EE,Tuesday,Daniel Lee,2544,Mia King
Room 21,3,20,EE,Tuesday,Olivia Hall,2545,Mia King
Room 21,3,21,EE,Tuesday,Andrew Hill,2552,Mia King
Room 21,3,21,EE,Tuesday,Mia King,2553,Mia King
Room 21,3,22,EE,Tuesday,Christopher Baker,2560,Mia King
Room 21,3,19,EE,Tuesday,Michael Brown,2563,Mia King
Room 21,3,19,EE,Tuesday,Emily Davis,2564,Mia King
Room 21,3,20,EE,Tuesday,Daniel Lee,2571,Mia King
Room 21,3,20,EE,Tuesday,Olivia Hall,2572,Mia King
Room 21,3,21,EE,Tuesday,Andrew Hill,2579,Mia King
Room 21,3,21,EE,Tuesday,Mia King,2580,Mia King
Room 21,3,22,EE,Tuesday,Christopher Baker,2587,Mia King
Room 21,3,22,EE,Tuesday,Lily Wright,2588,Mia King
Room 21,3,19,EE,Tuesday,Michael Brown,2595,Mia King
Room 21,3,19,EE,Tuesday,Emily Davis,2596,Mia King
Room 22,3,20,EE,Tuesday,Daniel Lee,2603,Andrew Hill
Room 22,3,20,EE,Tuesday,Olivia Hall,2604,Andrew Hill
Room 22,3,21,EE,Tuesday,Andrew Hill,2611,Andrew Hill
Room 22,3,21,EE,Tuesday,Mia King,2612,Andrew Hill
Room 22,3,22,EE,Tuesday,Christopher Baker,2619,Andrew Hill
Room 22,3,22,EE,Tuesday,Lily Wright,2620,Andrew Hill
Room 22,3,19,EE,Tuesday,Michael Brown,2627,Andrew Hill
Room 22,3,19,EE,Tuesday,Emily Davis,2628,Andrew Hill
Room 22,3,20,EE,Tuesday,Daniel Lee,2635,Andrew Hill
Room 22,3,20,EE,Tuesday,Olivia Hall,2636,Andrew Hill
Room 22,3,21,EE,Tuesday,Andrew Hill,2643,Andrew Hill
Room 22,3,21,EE,Tuesday,Mia King,2644,Andrew Hill
Room 22,3,22,EE,Tuesday,Christopher Baker,2651,Andrew Hill
Room 22,3,22,EE,Tuesday,Lily Wright,2652,Andrew Hill
Room 22,3,19,EE,Tuesday,Michael Brown,2659,Andrew Hill
Room 22,3,19,EE,Tuesday,Emily Davis,2660,Andrew Hill
Room 22,3,20,EE,Tuesday,Daniel Lee,2667,Andrew Hill
Room 22,3,20,EE,Tuesday,Olivia Hall,2668,Andrew Hill
Room 22,3,21,EE,Tuesday,Andrew Hill,2675,Andrew Hill
Room 22,3,21,EE,Tuesday,Mia King,2676,Andrew Hill
Room 22,3,22,EE,Tuesday,Christopher Baker,2683,Andrew Hill
Room 22,3,19,EE,Tuesday,Michael Brown,2686,Andrew Hill
Room 22,3,19,EE,Tuesday,Emily Davis,2687,Andrew Hill
Room 22,3,20,EE,Tuesday,Daniel Lee,2694,Andrew Hill
Room 22,3,20,EE,Tuesday,Olivia Hall,2695,Andrew Hill
Room 22,3,21,EE,Tuesday,Andrew Hill,2702,Andrew Hill
Room 22,3,21,EE,Tuesday,Mia King,2703,Andrew Hill
Room 22,3,22,EE,Tuesday,Christopher Baker,2710,Andrew Hill
Room 22,3,22,EE,Tuesday,Lily Wright,2711,Andrew Hill
Room 22,3,19,EE,Tuesday,Michael Brown,2718,Andrew Hill
Room 23,3,19,EE,Tuesday,Emily Davis,2719,Olivia Hall
Room 23,3,20,EE,Tuesday,Daniel Lee,2726,Olivia Hall
Room 23,3,20,EE,Tuesday,Olivia Hall,2727,Olivia Hall
Room 23,3,21,EE,Tuesday,Andrew Hill,2734,Olivia Hall
Room 23,3,21,EE,Tuesday,Mia King,2735,Olivia Hall
Room 23,3,22,EE,Tuesday,Christopher Baker,2742,Olivia Hall
Room 23,3,22,EE,Tuesday,Lily Wright,2743,Olivia Hall
Room 23,3,19,EE,Tuesday,Michael Brown,2750,Olivia Hall
Room 23,3,19,EE,Tuesday,Emily Davis,2751,Olivia Hall
Room 23,3,20,EE,Tuesday,Daniel Lee,2758,Olivia Hall
Room 23,3,20,EE,Tuesday,Olivia Hall,2759,Olivia Hall
Room 23,3,21,EE,Tuesday,Andrew Hill,2766,Olivia Hall
Room 23,3,21,EE,Tuesday,Mia King,2767,Olivia Hall
Room 23,3,22,EE,Tuesday,Christopher Baker,2774,Olivia Hall
Room 23,3,22,EE,Tuesday,Lily Wright,2775,Olivia Hall
Room 23,3,19,EE,Tuesday,Michael Brown,2782,Olivia Hall
Room 23,3,19,EE,Tuesday,Emily Davis,2783,Olivia Hall
Room 23,3,20,EE,Tuesday,Daniel Lee,2790,Olivia Hall
Room 23,3,20,EE,Tuesday,Olivia Hall,2791,Olivia Hall
Room 23,3,21,EE,Tuesday,Andrew Hill,2798,Olivia Hall
Room 23,3,21,EE,Tuesday,Mia King,2799,Olivia Hall
Room 23,3,22,EE,Tuesday,Christopher Baker,2806,Olivia Hall
Room 1,0,19,AI,Wednesday,James Wilson,105,Charlotte Evans
Room 1,0,19,AI,Wednesday,Sarah Clark,106,Charlotte Evans
Room 1,0,20,AI,Wednesday,William Rodriguez,113,Charlotte Evans
Room 1,0,20,AI,Wednesday,Sophia Lopez,114,Charlotte Evans
Room 1,0,21,AI,Wednesday,Alexander Scott,121,Charlotte Evans
Room 1,0,21,AI,Wednesday,Charlotte Evans,122,Charlotte Evans
Room 1,0,22,AI,Wednesday,Matthew Nelson,129,Charlotte Evans
Room 1,0,22,AI,Wednesday,Grace Robinson,130,Charlotte Evans
Room 1,0,19,AI,Wednesday,James Wilson,137,Charlotte Evans
Room 1,0,19,AI,Wednesday,Sarah Clark,138,Charlotte Evans
Room 1,0,20,AI,Wednesday,William Rodriguez,145,Charlotte Evans
Room 1,0,20,AI,Wednesday,Sophia Lopez,146,Charlotte Evans
Room 1,0,21,AI,Wednesday,Alexander Scott,153,Charlotte Evans
Room 1,0,21,AI,Wednesday,Charlotte Evans,154,Charlotte Evans
Room 1,0,22,AI,Wednesday,Matthew Nelson,161,Charlotte Evans
Room 1,0,22,AI,Wednesday,Grace Robinson,162,Charlotte Evans
Room 1,0,19,AI,Wednesday,James Wilson,169,Charlotte Evans
Room 1,0,19,AI,Wednesday,Sarah Clark,170,Charlotte Evans
Room 1,0,20,AI,Wednesday,William Rodriguez,177,Charlotte Evans
Room 1,0,20,AI,Wednesday,Sophia Lopez,178,Charlotte Evans
Room 1,0,21,AI,Wednesday,Alexander Scott,185,Charlotte Evans
Room 1,0,21,AI,Wednesday,Charlotte Evans,186,Charlotte Evans
Room 1,0,22,AI,Wednesday,Matthew Nelson,193,Charlotte Evans
Room 1,0,22,AI,Wednesday,Grace Robinson,194,Charlotte Evans
Room 1,0,19,AI,Wednesday,James Wilson,201,Charlotte Evans
Room 1,0,19,AI,Wednesday,Sarah Clark,202,Charlotte Evans
Room 1,0,20,AI,Wednesday,William Rodriguez,209,Charlotte Evans
Room 1,0,20,AI,Wednesday,Sophia Lopez,210,Charlotte Evans
Room 1,0,21,AI,Wednesday,Alexander Scott,217,Charlotte Evans
Room 1,0,21,AI,Wednesday,Charlotte Evans,218,Charlotte Evans
Room 2,0,19,AI,Wednesday,James Wilson,228,Matthew Nelson
Room 2,0,19,AI,Wednesday,Sarah Clark,229,Matthew Nelson
Room 2,0,20,AI,Wednesday,William Rodriguez,236,Matthew Nelson
Room 2,0,20,AI,Wednesday,Sophia Lopez,237,Matthew Nelson
Room 2,0,21,AI,Wednesday,Alexander Scott,244,Matthew Nelson
Room 2,0,21,AI,Wednesday,Charlotte Evans,245,Matthew Nelson
Room 2,0,22,AI,Wednesday,Matthew Nelson,252,Matthew Nelson
Room 2,0,22,AI,Wednesday,Grace Robinson,253,Matthew Nelson
Room 2,0,19,AI,Wednesday,James Wilson,260,Matthew Nelson
Room 2,0,19,AI,Wednesday,Sarah Clark,261,Matthew Nelson
Room 2,0,20,AI,Wednesday,William Rodriguez,268,Matthew Nelson
Room 2,0,20,AI,Wednesday,Sophia Lopez,269,Matthew Nelson
Room 2,0,21,AI,Wednesday,Alexander Scott,276,Matthew Nelson
Room 2,0,21,AI,Wednesday,Charlotte Evans,277,Matthew Nelson
Room 2,0,22,AI,Wednesday,Matthew Nelson,284,Matthew Nelson
Room 2,0,22,AI,Wednesday,Grace Robinson,285,Matthew Nelson
Room 2,0,19,AI,Wednesday,James Wilson,292,Matthew Nelson
Room 2,0,19,AI,Wednesday,Sarah Clark,293,Matthew Nelson
Room 2,0,20,AI,Wednesday,William Rodriguez,300,Matthew Nelson
Room 2,0,20,AI,Wednesday,Sophia Lopez,301,Matthew Nelson
Room 2,0,21,AI,Wednesday,Alexander Scott,308,Matthew Nelson
Room 2,0,21,AI,Wednesday,Charlotte Evans,309,Matthew Nelson
Room 2,0,22,AI,Wednesday,Matthew Nelson,316,Matthew Nelson
Room 2,0,22,AI,Wednesday,Grace Robinson,317,Matthew Nelson
Room 2,0,19,AI,Wednesday,James Wilson,324,Matthew Nelson
Room 2,0,19,AI,Wednesday,Sarah Clark,325,Matthew Nelson
Room 2,0,20,AI,Wednesday,William Rodriguez,332,Matthew Nelson
Room 2,0,20,AI,Wednesday,Sophia Lopez,333,Matthew Nelson
Room 2,0,21,AI,Wednesday,Alexander Scott,340,Matthew Nelson
Room 2,0,21,AI,Wednesday,Charlotte Evans,341,Matthew Nelson
Room 3,0,19,AI,Wednesday,James Wilson,351,Alexander Scott
Room 3,0,19,AI,Wednesday,Sarah Clark,352,Alexander Scott
Room 3,0,20,AI,Wednesday,William Rodriguez,359,Alexander Scott
Room 3,0,20,AI,Wednesday,Sophia Lopez,360,Alexander Scott
Room 3,0,21,AI,Wednesday,Alexander Scott,367,Alexander Scott
Room 3,0,21,AI,Wednesday,Charlotte Evans,368,Alexander Scott
Room 3,0,22,AI,Wednesday,Matthew Nelson,375,Alexander Scott
Room 3,0,22,AI,Wednesday,Grace Robinson,376,Alexander Scott
Room 3,0,19,AI,Wednesday,James Wilson,383,Alexander Scott
Room 3,0,19,AI,Wednesday,Sarah Clark,384,Alexander Scott
Room 3,0,20,AI,Wednesday,William Rodriguez,391,Alexander Scott
Room 3,0,20,AI,Wednesday,Sophia Lopez,392,Alexander Scott
Room 3,0,21,AI,Wednesday,Alexander Scott,399,Alexander Scott
Room 3,0,21,AI,Wednesday,Charlotte Evans,400,Alexander Scott
Room 3,0,22,AI,Wednesday,Matthew Nelson,407,Alexander Scott
Room 3,0,22,AI,Wednesday,Grace Robinson,408,Alexander Scott
Room 3,0,19,AI,Wednesday,James Wilson,415,Alexander Scott
Room 3,0,19,AI,Wednesday,Sarah Clark,416,Alexander Scott
Room 3,0,20,AI,Wednesday,William Rodriguez,423,Alexander Scott
Room 3,0,20,AI,Wednesday,Sophia Lopez,424,Alexander Scott
Room 3,0,21,AI,Wednesday,Alexander Scott,431,Alexander Scott
Room 3,0,21,AI,Wednesday,Charlotte Evans,432,Alexander Scott
Room 3,0,22,AI,Wednesday,Matthew Nelson,439,Alexander Scott
Room 3,0,22,AI,Wednesday,Grace Robinson,440,Alexander Scott
Room 3,0,19,AI,Wednesday,James Wilson,447,Alexander Scott
Room 3,0,19,AI,Wednesday,Sarah Clark,448,Alexander Scott
Room 3,0,20,AI,Wednesday,William Rodriguez,455,Alexander Scott
Room 3,0,20,AI,Wednesday,Sophia Lopez,456,Alexander Scott
Room 3,0,21,AI,Wednesday,Alexander Scott,463,Alexander Scott
Room 3,0,21,AI,Wednesday,Charlotte Evans,464,Alexander Scott
Room 4,0,19,AI,Wednesday,James Wilson,474,Alexander Scott
Room 4,0,19,AI,Wednesday,Sarah Clark,475,Alexander Scott
Room 4,0,20,AI,Wednesday,William Rodriguez,482,Alexander Scott
Room 4,0,20,AI,Wednesday,Sophia Lopez,483,Alexander Scott
Room 4,0,21,AI,Wednesday,Alexander Scott,490,Alexander Scott
Room 4,0,21,AI,Wednesday,Charlotte Evans,491,Alexander Scott
Room 4,0,22,AI,Wednesday,Matthew Nelson,498,Alexander Scott
Room 4,0,22,AI,Wednesday,Grace Robinson,499,Alexander Scott
Room 4,0,19,AI,Wednesday,James Wilson,506,Alexander Scott
Room 4,0,19,AI,Wednesday,Sarah Clark,507,Alexander Scott
Room 4,0,20,AI,Wednesday,William Rodriguez,514,Alexander Scott
Room 4,0,20,AI,Wednesday,Sophia Lopez,515,Alexander Scott
Room 4,0,21,AI,Wednesday,Alexander Scott,522,Alexander Scott
Room 4,0,21,AI,Wednesday,Charlotte Evans,523,Alexander Scott
Room 4,0,22,AI,Wednesday,Matthew Nelson,530,Alexander Scott
Room 4,0,22,AI,Wednesday,Grace Robinson,531,Alexander Scott
Room 4,0,19,AI,Wednesday,James Wilson,538,Alexander Scott
Room 4,0,19,AI,Wednesday,Sarah Clark,539,Alexander Scott
Room 4,0,20,AI,Wednesday,William Rodriguez,546,Alexander Scott
Room 4,0,20,AI,Wednesday,Sophia Lopez,547,Alexander Scott
Room 4,0,21,AI,Wednesday,Alexander Scott,554,Alexander Scott
Room 4,0,21,AI,Wednesday,Charlotte Evans,555,Alexander Scott
Room 4,0,22,AI,Wednesday,Matthew Nelson,562,Alexander Scott
Room 4,0,22,AI,Wednesday,Grace Robinson,563,Alexander Scott
Room 4,0,19,AI,Wednesday,James Wilson,570,Alexander Scott
Room 4,0,19,AI,Wednesday,Sarah Clark,571,Alexander Scott
Room 4,0,20,AI,Wednesday,William Rodriguez,578,Alexander Scott
Room 4,0,20,AI,Wednesday,Sophia Lopez,579,Alexander Scott
Room 4,0,21,AI,Wednesday,Alexander Scott,586,Alexander Scott
Room 4,0,21,AI,Wednesday,Charlotte Evans,587,Alexander Scott
Room 5,0,19,AI,Wednesday,James Wilson,597,Alexander Scott
Room 5,0,19,AI,Wednesday,Sarah Clark,598,Alexander Scott
Room 5,0,20,AI,Wednesday,William Rodriguez,605,Alexander Scott
Room 5,0,20,AI,Wednesday,Sophia Lopez,606,Alexander Scott
Room 5,0,21,AI,Wednesday,Alexander Scott,613,Alexander Scott
Room 5,0,21,AI,Wednesday,Charlotte Evans,614,Alexander Scott
Room 5,0,22,AI,Wednesday,Matthew Nelson,621,Alexander Scott
Room 5,0,22,AI,Wednesday,Grace Robinson,622,Alexander Scott
Room 5,0,19,AI,Wednesday,James Wilson,629,Alexander Scott
Room 5,0,19,AI,Wednesday,Sarah Clark,630,Alexander Scott
Room 5,0,20,AI,Wednesday,William Rodriguez,637,Alexander Scott
Room 5,0,20,AI,Wednesday,Sophia Lopez,638,Alexander Scott
Room 5,0,21,AI,Wednesday,Alexander Scott,645,Alexander Scott
Room 5,0,21,AI,Wednesday,Charlotte Evans,646,Alexander Scott
Room 5,0,22,AI,Wednesday,Matthew Nelson,653,Alexander Scott
Room 5,0,22,AI,Wednesday,Grace Robinson,654,Alexander Scott
Room 5,0,19,AI,Wednesday,James Wilson,661,Alexander Scott
Room 5,0,19,AI,Wednesday,Sarah Clark,662,Alexander Scott
Room 5,0,20,AI,Wednesday,William Rodriguez,669,Alexander Scott
Room 5,0,20,AI,Wednesday,Sophia Lopez,670,Alexander Scott
Room 5,0,21,AI,Wednesday,Alexander Scott,677,Alexander Scott
Room 5,0,21,AI,Wednesday,Charlotte Evans,678,Alexander Scott
Room 5,0,22,AI,Wednesday,Matthew Nelson,685,Alexander Scott
Room 5,0,22,AI,Wednesday,Grace Robinson,686,Alexander Scott
Room 5,0,19,AI,Wednesday,James Wilson,693,Alexander Scott
Room 5,0,19,AI,Wednesday,Sarah Clark,694,Alexander Scott
Room 5,0,20,AI,Wednesday,William Rodriguez,701,Alexander Scott
Room 5,0,20,AI,Wednesday,Sophia Lopez,702,Alexander Scott
Room 5,0,21,AI,Wednesday,Alexander Scott,709,Alexander Scott
Room 5,0,21,AI,Wednesday,Charlotte Evans,710,Alexander Scott
Room 6,0,19,AI,Wednesday,James Wilson,720,Sarah Clark
Room 6,0,19,AI,Wednesday,Sarah Clark,721,Sarah Clark
Room 6,0,20,AI,Wednesday,William Rodriguez,728,Sarah Clark
Room 6,0,20,AI,Wednesday,Sophia Lopez,729,Sarah Clark
Room 6,0,21,AI,Wednesday,Alexander Scott,736,Sarah Clark
Room 6,0,21,AI,Wednesday,Charlotte Evans,737,Sarah Clark
Room 6,0,22,AI,Wednesday,Matthew Nelson,744,Sarah Clark
Room 6,0,22,AI,Wednesday,Grace Robinson,745,Sarah Clark
Room 6,0,19,AI,Wednesday,James Wilson,752,Sarah Clark
Room 6,0,19,AI,Wednesday,Sarah Clark,753,Sarah Clark
Room 6,0,20,AI,Wednesday,William Rodriguez,760,Sarah Clark
Room 6,0,20,AI,Wednesday,Sophia Lopez,761,Sarah Clark
Room 6,0,21,AI,Wednesday,Alexander Scott,768,Sarah Clark
Room 6,0,21,AI,Wednesday,Charlotte Evans,769,Sarah Clark
Room 6,0,22,AI,Wednesday,Matthew Nelson,776,Sarah Clark
Room 6,0,22,AI,Wednesday,Grace Robinson,777,Sarah Clark
Room 6,0,19,AI,Wednesday,James Wilson,784,Sarah Clark
Room 6,0,19,AI,Wednesday,Sarah Clark,785,Sarah Clark
Room 6,0,20,AI,Wednesday,William Rodriguez,792,Sarah Clark
Room 6,0,20,AI,Wednesday,Sophia Lopez,793,Sarah Clark
Room 6,0,21,AI,Wednesday,Alexander Scott,800,Sarah Clark
Room 6,0,21,AI,Wednesday,Charlotte Evans,801,Sarah Clark
Room 6,0,22,AI,Wednesday,Matthew Nelson,808,Sarah Clark
Room 6,0,22,AI,Wednesday,Grace Robinson,809,Sarah Clark
Room 6,0,19,AI,Wednesday,James Wilson,816,Sarah Clark
Room 6,0,19,AI,Wednesday,Sarah Clark,817,Sarah Clark
Room 6,0,20,AI,Wednesday,William Rodriguez,824,Sarah Clark
Room 6,0,20,AI,Wednesday,Sophia Lopez,825,Sarah Clark
Room 6,0,21,AI,Wednesday,Alexander Scott,832,Sarah Clark
Room 6,0,21,AI,Wednesday,Charlotte Evans,833,Sarah Clark
Room 7,0,19,AI,Wednesday,James Wilson,843,William Rodriguez
Room 7,0,19,AI,Wednesday,Sarah Clark,844,William Rodriguez
Room 7,0,20,AI,Wednesday,William Rodriguez,851,William Rodriguez
Room 7,0,20,AI,Wednesday,Sophia Lopez,852,William Rodriguez
Room 7,0,21,AI,Wednesday,Alexander Scott,859,William Rodriguez
Room 7,0,21,AI,Wednesday,Charlotte Evans,860,William Rodriguez
Room 7,0,22,AI,Wednesday,Matthew Nelson,867,William Rodriguez
Room 7,0,22,AI,Wednesday,Grace Robinson,868,William Rodriguez
Room 7,0,19,AI,Wednesday,James Wilson,875,William Rodriguez
Room 7,0,19,AI,Wednesday,Sarah Clark,876,William Rodriguez
Room 7,0,20,AI,Wednesday,William Rodriguez,883,William Rodriguez
Room 7,0,20,AI,Wednesday,Sophia Lopez,884,William Rodriguez
Room 7,0,21,AI,Wednesday,Alexander Scott,891,William Rodriguez
Room 7,0,21,AI,Wednesday,Charlotte Evans,892,William Rodriguez
Room 7,0,22,AI,Wednesday,Matthew Nelson,899,William Rodriguez
Room 7,0,22,AI,Wednesday,Grace Robinson,900,William Rodriguez
Room 7,0,19,AI,Wednesday,James Wilson,907,William Rodriguez
Room 7,0,19,AI,Wednesday,Sarah Clark,908,William Rodriguez
Room 7,0,20,AI,Wednesday,William Rodriguez,915,William Rodriguez
Room 7,0,20,AI,Wednesday,Sophia Lopez,916,William Rodriguez
Room 7,0,21,AI,Wednesday,Alexander Scott,923,William Rodriguez
Room 7,0,21,AI,Wednesday,Charlotte Evans,924,William Rodriguez
Room 7,0,22,AI,Wednesday,Matthew Nelson,931,William Rodriguez
Room 7,0,22,AI,Wednesday,Grace Robinson,932,William Rodriguez
Room 7,0,19,AI,Wednesday,James Wilson,939,William Rodriguez
Room 7,0,19,AI,Wednesday,Sarah Clark,940,William Rodriguez
Room 7,0,20,AI,Wednesday,William Rodriguez,947,William Rodriguez
Room 7,0,20,AI,Wednesday,Sophia Lopez,948,William Rodriguez
Room 7,0,21,AI,Wednesday,Alexander Scott,955,William Rodriguez
Room 7,0,21,AI,Wednesday,Charlotte Evans,956,William Rodriguez
Room 8,0,19,AI,Wednesday,James Wilson,966,Charlotte Evans
Room 8,0,19,AI,Wednesday,Sarah Clark,967,Charlotte Evans
Room 8,0,20,AI,Wednesday,William Rodriguez,974,Charlotte Evans
Room 8,0,20,AI,Wednesday,Sophia Lopez,975,Charlotte Evans
Room 8,0,21,AI,Wednesday,Alexander Scott,982,Charlotte Evans
Room 8,0,21,AI,Wednesday,Charlotte Evans,983,Charlotte Evans
Room 8,0,22,AI,Wednesday,Matthew Nelson,990,Charlotte Evans
Room 8,0,22,AI,Wednesday,Grace Robinson,991,Charlotte Evans
Room 8,0,19,AI,Wednesday,James Wilson,998,Charlotte Evans
Room 8,0,19,AI,Wednesday,Sarah Clark,999,Charlotte Evans
Room 8,0,20,AI,Wednesday,William Rodriguez,1006,Charlotte Evans
Room 8,0,20,AI,Wednesday,Sophia Lopez,1007,Charlotte Evans
Room 8,0,21,AI,Wednesday,Alexander Scott,1014,Charlotte Evans
Room 8,0,21,AI,Wednesday,Charlotte Evans,1015,Charlotte Evans
Room 8,0,22,AI,Wednesday,Matthew Nelson,1022,Charlotte Evans
Room 8,0,22,AI,Wednesday,Grace Robinson,1023,Charlotte Evans
Room 8,0,19,AI,Wednesday,James Wilson,1030,Charlotte Evans
Room 8,0,19,AI,Wednesday,Sarah Clark,1031,Charlotte Evans
Room 8,0,20,AI,Wednesday,William Rodriguez,1038,Charlotte Evans
Room 8,0,20,AI,Wednesday,Sophia Lopez,1039,Charlotte Evans
Room 8,0,21,AI,Wednesday,Alexander Scott,1046,Charlotte Evans
Room 8,0,21,AI,Wednesday,Charlotte Evans,1047,Charlotte Evans
Room 8,0,22,AI,Wednesday,Matthew Nelson,1054,Charlotte Evans
Room 8,0,22,AI,Wednesday,Grace Robinson,1055,Charlotte Evans
Room 8,0,19,AI,Wednesday,James Wilson,1062,Charlotte Evans
Room 8,0,19,AI,Wednesday,Sarah Clark,1063,Charlotte Evans
Room 8,0,20,AI,Wednesday,William Rodriguez,1070,Charlotte Evans
Room 8,0,20,AI,Wednesday,Sophia Lopez,1071,Charlotte Evans
Room 8,0,21,AI,Wednesday,Alexander Scott,1078,Charlotte Evans
Room 8,0,21,AI,Wednesday,Charlotte Evans,1079,Charlotte Evans
Room 9,0,19,AI,Wednesday,James Wilson,1089,Alexander Scott
Room 9,0,19,AI,Wednesday,Sarah Clark,1090,Alexander Scott
Room 9,0,20,AI,Wednesday,William Rodriguez,1097,Alexander Scott
Room 9,0,20,AI,Wednesday,Sophia Lopez,1098,Alexander Scott
Room 9,0,21,AI,Wednesday,Alexander Scott,1105,Alexander Scott
Room 9,0,21,AI,Wednesday,Charlotte Evans,1106,Alexander Scott
Room 9,0,22,AI,Wednesday,Matthew Nelson,1113,Alexander Scott
Room 9,0,22,AI,Wednesday,Grace Robinson,1114,Alexander Scott
